utt_id|wav_path|speaker|text
Roswera_0014_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Roswera_0014_female.wav|female|Jeśli masz wysoki cholesterol dobrze sprawdza się Roswera.
Roswera_0015_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Roswera_0015_male.wav|male|Na wysoki cholesterol przepiszę ci Roswerę.
Roswera_0016_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Roswera_0016_male.wav|male|Jeśli masz wysoki cholesterol dobrze sprawdza się Roswera.
Suvardio_0001_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Suvardio_0001_male.wav|male|Możesz kupić w aptece Suvardio, powinien pomóc.
Suvardio_0002_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Suvardio_0002_male.wav|male|Przepiszę ci Suvardio, bo zwykle dobrze działa.
Suvardio_0003_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Suvardio_0003_female.wav|female|Jeśli masz wysoki cholesterol dobrze sprawdza się Suvardio.
Suvardio_0004_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Suvardio_0004_male.wav|male|Na recepcie zapiszę Suvardio jako lek na wysoki cholesterol.
Suvardio_0005_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Suvardio_0005_male.wav|male|Powinnaś przyjmować Suvardio na wysoki cholesterol.
Suvardio_0006_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Suvardio_0006_female.wav|female|Powinnaś spróbować kuracji Suvardio.
Suvardio_0007_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Suvardio_0007_male.wav|male|Zalecam Suvardio, bo dobrze działa na wysoki cholesterol.
Suvardio_0008_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Suvardio_0008_female.wav|female|Zalecam Suvardio, bo dobrze działa na wysoki cholesterol.
Suvardio_0009_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Suvardio_0009_female.wav|female|Na wysoki cholesterol przepiszę ci Suvardio.
Suvardio_0010_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Suvardio_0010_male.wav|male|Na recepcie zapiszę Suvardio.
Suvardio_0011_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Suvardio_0011_female.wav|female|Możesz kupić w aptece Suvardio, powinien pomóc.
Suvardio_0012_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Suvardio_0012_female.wav|female|Powinnaś przyjmować Suvardio na wysoki cholesterol.
Suvardio_0013_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Suvardio_0013_female.wav|female|Przepiszę ci Suvardio, bo zwykle dobrze działa.
Suvardio_0014_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Suvardio_0014_female.wav|female|Na recepcie zapiszę Suvardio jako lek na wysoki cholesterol.
Suvardio_0015_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Suvardio_0015_male.wav|male|Na wysoki cholesterol przepiszę ci Suvardio.
Suvardio_0016_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Suvardio_0016_female.wav|female|Najlepiej w twoim przypadku sprawdzi się Suvardio.
Zahron_0001_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Zahron_0001_male.wav|male|Zalecam Zahron, bo dobrze działa na wysoki cholesterol.
Zahron_0002_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Zahron_0002_male.wav|male|Jeśli masz wysoki cholesterol dobrze sprawdza się Zahron.
Zahron_0003_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Zahron_0003_male.wav|male|Powinnaś przyjmować Zahron na wysoki cholesterol.
Zahron_0004_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Zahron_0004_female.wav|female|Jeśli masz wysoki cholesterol dobrze sprawdza się Zahron.
Zahron_0005_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Zahron_0005_female.wav|female|Na wysoki cholesterol przepiszę ci Zahron.
Zahron_0006_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Zahron_0006_male.wav|male|Przepiszę ci Zahron, bo zwykle dobrze działa.
Zahron_0007_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Zahron_0007_female.wav|female|Powinnaś spróbować kuracji Zahronem.
Zahron_0008_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Zahron_0008_female.wav|female|Powinnaś przyjmować Zahron na wysoki cholesterol.
Zahron_0009_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Zahron_0009_male.wav|male|Powinnaś spróbować kuracji Zahronem.
Zahron_0010_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Zahron_0010_male.wav|male|Na recepcie zapiszę Zahron.
Zahron_0011_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Zahron_0011_female.wav|female|Na recepcie zapiszę Zahron jako lek na wysoki cholesterol.
Zahron_0012_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Zahron_0012_female.wav|female|Najlepiej w twoim przypadku sprawdzi się Zahron.
Zahron_0013_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Zahron_0013_female.wav|female|Możesz kupić w aptece Zahron, powinien pomóc.
Zahron_0014_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Zahron_0014_female.wav|female|Zalecam Zahron, bo dobrze działa na wysoki cholesterol.
Zahron_0015_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Zahron_0015_male.wav|male|Najlepiej w twoim przypadku sprawdzi się Zahron.
Zahron_0016_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Zahron_0016_male.wav|male|Na recepcie zapiszę Zahron jako lek na wysoki cholesterol.
Zaranta_0001_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Zaranta_0001_male.wav|male|Jeśli masz wysoki cholesterol dobrze sprawdza się Zaranta.
Zaranta_0002_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Zaranta_0002_male.wav|male|Na recepcie zapiszę Zarantę.
Zaranta_0003_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Zaranta_0003_female.wav|female|Na recepcie zapiszę Zarantę.
Zaranta_0004_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Zaranta_0004_male.wav|male|Możesz kupić w aptece Zarantę, powinien pomóc.
Zaranta_0005_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Zaranta_0005_male.wav|male|Przepiszę ci Zarantę, bo zwykle dobrze działa.
Zaranta_0006_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Zaranta_0006_male.wav|male|Na recepcie zapiszę Zarantę jako lek na wysoki cholesterol.
Zaranta_0007_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Zaranta_0007_female.wav|female|Najlepiej w twoim przypadku sprawdzi się Zaranta.
Zaranta_0008_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Zaranta_0008_female.wav|female|Zalecam Zarantę, bo dobrze działa na wysoki cholesterol.
Zaranta_0009_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Zaranta_0009_male.wav|male|Powinnaś spróbować kuracji Zarantą.
Zaranta_0010_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Zaranta_0010_female.wav|female|Na wysoki cholesterol przepiszę ci Zarantę.
Zaranta_0011_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Zaranta_0011_male.wav|male|Na wysoki cholesterol przepiszę ci Zarantę.
Zaranta_0012_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Zaranta_0012_male.wav|male|Zalecam Zarantę, bo dobrze działa na wysoki cholesterol.
Zaranta_0013_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Zaranta_0013_female.wav|female|Możesz kupić w aptece Zarantę, powinien pomóc.
Zaranta_0014_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Zaranta_0014_male.wav|male|Najlepiej w twoim przypadku sprawdzi się Zaranta.
Zaranta_0015_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Zaranta_0015_male.wav|male|Powinnaś przyjmować Zarantę na wysoki cholesterol.
Zaranta_0016_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Zaranta_0016_female.wav|female|Powinnaś spróbować kuracji Zarantą.
Rosuvastatin Medical Valley_0001_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Rosuvastatin Medical Valley_0001_female.wav|female|Zalecam Rosuvastatin Medical Valley, bo dobrze działa na wysoki cholesterol.
Rosuvastatin Medical Valley_0002_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Rosuvastatin Medical Valley_0002_female.wav|female|Na wysoki cholesterol przepiszę ci Rosuvastatin Medical Valley.
Rosuvastatin Medical Valley_0003_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Rosuvastatin Medical Valley_0003_male.wav|male|Zalecam Rosuvastatin Medical Valley, bo dobrze działa na wysoki cholesterol.
Rosuvastatin Medical Valley_0004_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Rosuvastatin Medical Valley_0004_male.wav|male|Powinnaś przyjmować Rosuvastatin Medical Valley na wysoki cholesterol.
Rosuvastatin Medical Valley_0005_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Rosuvastatin Medical Valley_0005_female.wav|female|Na recepcie zapiszę Rosuvastatin Medical Valley jako lek na wysoki cholesterol.
Rosuvastatin Medical Valley_0006_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Rosuvastatin Medical Valley_0006_female.wav|female|Przepiszę ci Rosuvastatin Medical Valley, bo zwykle dobrze działa.
Rosuvastatin Medical Valley_0007_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Rosuvastatin Medical Valley_0007_female.wav|female|Możesz kupić w aptece Rosuvastatin Medical Valley, powinien pomóc.
Rosuvastatin Medical Valley_0008_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Rosuvastatin Medical Valley_0008_male.wav|male|Najlepiej w twoim przypadku sprawdzi się Rosuvastatin Medical Valley.
Rosuvastatin Medical Valley_0009_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Rosuvastatin Medical Valley_0009_female.wav|female|Na recepcie zapiszę Rosuvastatin Medical Valley.
Rosuvastatin Medical Valley_0010_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Rosuvastatin Medical Valley_0010_male.wav|male|Na wysoki cholesterol przepiszę ci Rosuvastatin Medical Valley.
Rosuvastatin Medical Valley_0011_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Rosuvastatin Medical Valley_0011_male.wav|male|Powinnaś spróbować kuracji Rosuvastatin Medical Valley.
Rosuvastatin Medical Valley_0012_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Rosuvastatin Medical Valley_0012_male.wav|male|Na recepcie zapiszę Rosuvastatin Medical Valley jako lek na wysoki cholesterol.
Rosuvastatin Medical Valley_0013_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Rosuvastatin Medical Valley_0013_male.wav|male|Jeśli masz wysoki cholesterol dobrze sprawdza się Rosuvastatin Medical Valley.
Rosuvastatin Medical Valley_0014_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Rosuvastatin Medical Valley_0014_male.wav|male|Przepiszę ci Rosuvastatin Medical Valley, bo zwykle dobrze działa.
Rosuvastatin Medical Valley_0015_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Rosuvastatin Medical Valley_0015_female.wav|female|Najlepiej w twoim przypadku sprawdzi się Rosuvastatin Medical Valley.
Rosuvastatin Medical Valley_0016_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Rosuvastatin Medical Valley_0016_female.wav|female|Powinnaś przyjmować Rosuvastatin Medical Valley na wysoki cholesterol.
Vigantoletten_0001_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Vigantoletten_0001_female.wav|female|Powinnaś spróbować kuracji Vigantolettenem.
Vigantoletten_0002_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Vigantoletten_0002_male.wav|male|Powinnaś spróbować kuracji Vigantolettenem.
Vigantoletten_0003_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Vigantoletten_0003_female.wav|female|Przepiszę ci Vigantoletten, bo zwykle dobrze działa.
Vigantoletten_0004_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Vigantoletten_0004_male.wav|male|Możesz kupić w aptece Vigantoletten, powinien pomóc.
Vigantoletten_0005_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Vigantoletten_0005_male.wav|male|Zalecam Vigantoletten, bo dobrze działa na niedobór witaminy D.
Vigantoletten_0006_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Vigantoletten_0006_male.wav|male|Na recepcie zapiszę Vigantoletten jako lek na niedobór witaminy D.
Vigantoletten_0007_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Vigantoletten_0007_female.wav|female|Jeśli masz niedobór witaminy D dobrze sprawdza się Vigantoletten.
Vigantoletten_0008_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Vigantoletten_0008_male.wav|male|Powinnaś przyjmować Vigantoletten na niedobór witaminy D.
Vigantoletten_0009_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Vigantoletten_0009_male.wav|male|Najlepiej w twoim przypadku sprawdzi się Vigantoletten.
Vigantoletten_0010_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Vigantoletten_0010_male.wav|male|Na niedobór witaminy D przepiszę ci Vigantoletten.
Vigantoletten_0011_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Vigantoletten_0011_female.wav|female|Możesz kupić w aptece Vigantoletten, powinien pomóc.
Vigantoletten_0012_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Vigantoletten_0012_female.wav|female|Na recepcie zapiszę Vigantoletten.
Vigantoletten_0013_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Vigantoletten_0013_female.wav|female|Na recepcie zapiszę Vigantoletten jako lek na niedobór witaminy D.
Vigantoletten_0014_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Vigantoletten_0014_female.wav|female|Na niedobór witaminy D przepiszę ci Vigantoletten.
Vigantoletten_0015_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Vigantoletten_0015_female.wav|female|Powinnaś przyjmować Vigantoletten na niedobór witaminy D.
Vigantoletten_0016_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Vigantoletten_0016_male.wav|male|Przepiszę ci Vigantoletten, bo zwykle dobrze działa.
Vigantol_0001_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Vigantol_0001_female.wav|female|Przepiszę ci Vigantol, bo zwykle dobrze działa.
Vigantol_0002_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Vigantol_0002_male.wav|male|Na recepcie zapiszę Vigantol.
Vigantol_0003_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Vigantol_0003_female.wav|female|Najlepiej w twoim przypadku sprawdzi się Vigantol.
Vigantol_0004_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Vigantol_0004_male.wav|male|Na recepcie zapiszę Vigantol jako lek na niedobór witaminy D.
Vigantol_0005_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Vigantol_0005_male.wav|male|Powinnaś spróbować kuracji Vigantolem.
Vigantol_0006_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Vigantol_0006_male.wav|male|Możesz kupić w aptece Vigantol, powinien pomóc.
Vigantol_0007_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Vigantol_0007_male.wav|male|Na profilaktyka przepiszę ci Vigantol.
Vigantol_0008_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Vigantol_0008_female.wav|female|Powinnaś przyjmować Vigantol na profilaktyka.
Vigantol_0009_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Vigantol_0009_male.wav|male|Jeśli masz profilaktyka dobrze sprawdza się Vigantol.
Vigantol_0010_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Vigantol_0010_female.wav|female|Powinnaś przyjmować Vigantol na niedobór witaminy D.
Vigantol_0011_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Vigantol_0011_female.wav|female|Możesz kupić w aptece Vigantol, powinien pomóc.
Vigantol_0012_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Vigantol_0012_female.wav|female|Jeśli masz profilaktyka dobrze sprawdza się Vigantol.
Vigantol_0013_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Vigantol_0013_female.wav|female|Jeśli masz niedobór witaminy D dobrze sprawdza się Vigantol.
Vigantol_0014_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Vigantol_0014_female.wav|female|Na recepcie zapiszę Vigantol jako lek na niedobór witaminy D.
Vigantol_0015_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Vigantol_0015_female.wav|female|Zalecam Vigantol, bo dobrze działa na niedobór witaminy D.
Vigantol_0016_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Vigantol_0016_male.wav|male|Najlepiej w twoim przypadku sprawdzi się Vigantol.
Ibuvit D3_0001_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Ibuvit D3_0001_female.wav|female|Przepiszę ci Ibuvit D3, bo zwykle dobrze działa.
Ibuvit D3_0002_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Ibuvit D3_0002_female.wav|female|Powinnaś spróbować kuracji Ibuvit D3.
Ibuvit D3_0003_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Ibuvit D3_0003_male.wav|male|Przepiszę ci Ibuvit D3, bo zwykle dobrze działa.
Ibuvit D3_0004_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Ibuvit D3_0004_female.wav|female|Możesz kupić w aptece Ibuvit D3, powinien pomóc.
Ibuvit D3_0005_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Ibuvit D3_0005_male.wav|male|Najlepiej w twoim przypadku sprawdzi się Ibuvit D3.
Ibuvit D3_0006_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Ibuvit D3_0006_male.wav|male|Możesz kupić w aptece Ibuvit D3, powinien pomóc.
Ibuvit D3_0007_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Ibuvit D3_0007_male.wav|male|Na recepcie zapiszę Ibuvit D3 jako lek na niedobór witaminy D.
Ibuvit D3_0008_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Ibuvit D3_0008_female.wav|female|Zalecam Ibuvit D3, bo dobrze działa na niedobór witaminy D.
Ibuvit D3_0009_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Ibuvit D3_0009_male.wav|male|Na niedobór witaminy D przepiszę ci Ibuvit D3.
Ibuvit D3_0010_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Ibuvit D3_0010_female.wav|female|Na niedobór witaminy D przepiszę ci Ibuvit D3.
Ibuvit D3_0011_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Ibuvit D3_0011_female.wav|female|Przepiszę ci Ibuvit D3, bo zwykle dobrze działa.
Ibuvit D3_0012_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Ibuvit D3_0012_female.wav|female|Powinnaś spróbować kuracji Ibuvit D3.
Ibuvit D3_0013_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Ibuvit D3_0013_male.wav|male|Możesz kupić w aptece Ibuvit D3, powinien pomóc.
Ibuvit D3_0014_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Ibuvit D3_0014_female.wav|female|Zalecam Ibuvit D3, bo dobrze działa na profilaktyka.
Ibuvit D3_0015_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Ibuvit D3_0015_female.wav|female|Powinnaś przyjmować Ibuvit D3 na niedobór witaminy D.
Ibuvit D3_0016_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Ibuvit D3_0016_female.wav|female|Najlepiej w twoim przypadku sprawdzi się Ibuvit D3.
Biaron D_0001_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Biaron D_0001_female.wav|female|Jeśli masz niedobór witaminy D dobrze sprawdza się Biaron D.
Biaron D_0002_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Biaron D_0002_male.wav|male|Na recepcie zapiszę Biaron D jako lek na niedobór witaminy D.
Biaron D_0003_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Biaron D_0003_male.wav|male|Powinnaś spróbować kuracji Biaron D.
Biaron D_0004_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Biaron D_0004_female.wav|female|Na recepcie zapiszę Biaron D.
Biaron D_0005_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Biaron D_0005_male.wav|male|Na niedobór witaminy D przepiszę ci Biaron D.
Biaron D_0006_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Biaron D_0006_male.wav|male|Powinnaś przyjmować Biaron D na niedobór witaminy D.
Biaron D_0007_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Biaron D_0007_female.wav|female|Możesz kupić w aptece Biaron D, powinien pomóc.
Biaron D_0008_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Biaron D_0008_female.wav|female|Zalecam Biaron D, bo dobrze działa na niedobór witaminy D.
Biaron D_0009_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Biaron D_0009_male.wav|male|Przepiszę ci Biaron D, bo zwykle dobrze działa.
Biaron D_0010_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Biaron D_0010_male.wav|male|Na recepcie zapiszę Biaron D.
Biaron D_0011_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Biaron D_0011_female.wav|female|Przepiszę ci Biaron D, bo zwykle dobrze działa.
Biaron D_0012_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Biaron D_0012_male.wav|male|Możesz kupić w aptece Biaron D, powinien pomóc.
Biaron D_0013_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Biaron D_0013_male.wav|male|Najlepiej w twoim przypadku sprawdzi się Biaron D.
Biaron D_0014_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Biaron D_0014_female.wav|female|Powinnaś spróbować kuracji Biaron D.
Biaron D_0015_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Biaron D_0015_female.wav|female|Powinnaś przyjmować Biaron D na niedobór witaminy D.
Biaron D_0016_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Biaron D_0016_female.wav|female|Na recepcie zapiszę Biaron D jako lek na niedobór witaminy D.
ApoD3_0001_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\ApoD3_0001_male.wav|male|Możesz kupić w aptece ApoD3, powinien pomóc.
ApoD3_0002_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\ApoD3_0002_male.wav|male|Powinnaś przyjmować ApoD3 na niedobór witaminy D.
ApoD3_0003_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\ApoD3_0003_male.wav|male|Zalecam ApoD3, bo dobrze działa na niedobór witaminy D.
ApoD3_0004_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\ApoD3_0004_female.wav|female|Na recepcie zapiszę ApoD3 jako lek na niedobór witaminy D.
ApoD3_0005_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\ApoD3_0005_male.wav|male|Na recepcie zapiszę ApoD3.
ApoD3_0006_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\ApoD3_0006_female.wav|female|Jeśli masz niedobór witaminy D dobrze sprawdza się ApoD3.
ApoD3_0007_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\ApoD3_0007_female.wav|female|Powinnaś przyjmować ApoD3 na niedobór witaminy D.
ApoD3_0008_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\ApoD3_0008_female.wav|female|Zalecam ApoD3, bo dobrze działa na niedobór witaminy D.
ApoD3_0009_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\ApoD3_0009_female.wav|female|Powinnaś spróbować kuracji ApoD3.
ApoD3_0010_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\ApoD3_0010_female.wav|female|Na niedobór witaminy D przepiszę ci ApoD3.
ApoD3_0011_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\ApoD3_0011_male.wav|male|Na recepcie zapiszę ApoD3 jako lek na niedobór witaminy D.
ApoD3_0012_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\ApoD3_0012_male.wav|male|Najlepiej w twoim przypadku sprawdzi się ApoD3.
ApoD3_0013_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\ApoD3_0013_female.wav|female|Na recepcie zapiszę ApoD3.
ApoD3_0014_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\ApoD3_0014_female.wav|female|Najlepiej w twoim przypadku sprawdzi się ApoD3.
ApoD3_0015_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\ApoD3_0015_female.wav|female|Możesz kupić w aptece ApoD3, powinien pomóc.
ApoD3_0016_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\ApoD3_0016_male.wav|male|Powinnaś spróbować kuracji ApoD3.
Devikap_0001_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Devikap_0001_male.wav|male|Najlepiej w twoim przypadku sprawdzi się Devikap.
Devikap_0002_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Devikap_0002_male.wav|male|Powinnaś przyjmować Devikap na niedobór witaminy D.
Devikap_0003_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Devikap_0003_female.wav|female|Powinnaś spróbować kuracji Devikap.
Devikap_0004_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Devikap_0004_female.wav|female|Na niedobór witaminy D przepiszę ci Devikap.
Devikap_0005_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Devikap_0005_male.wav|male|Na niedobór witaminy D przepiszę ci Devikap.
Devikap_0006_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Devikap_0006_male.wav|male|Jeśli masz niedobór witaminy D dobrze sprawdza się Devikap.
Devikap_0007_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Devikap_0007_female.wav|female|Jeśli masz niedobór witaminy D dobrze sprawdza się Devikap.
Devikap_0008_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Devikap_0008_female.wav|female|Możesz kupić w aptece Devikap, powinien pomóc.
Devikap_0009_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Devikap_0009_female.wav|female|Zalecam Devikap, bo dobrze działa na niedobór witaminy D.
Devikap_0010_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Devikap_0010_male.wav|male|Na recepcie zapiszę Devikap.
Devikap_0011_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Devikap_0011_female.wav|female|Na recepcie zapiszę Devikap.
Devikap_0012_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Devikap_0012_female.wav|female|Przepiszę ci Devikap, bo zwykle dobrze działa.
Devikap_0013_male|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Devikap_0013_male.wav|male|Zalecam Devikap, bo dobrze działa na niedobór witaminy D.
Devikap_0014_female|C:/Users/Admin/Downloads/piper_out/Posts.csv\train\Devikap_0014_female.wav|female|Na recepcie zapiszę Devikap jako lek na niedobór witaminy D.
